id,a,b,mu,sigma2,depthRange,count,x,tau2,depTau
11,16.860641,13.854186,0.278324,0.000009,0.562102,11,0.266937,0.000029,0.074896
12,16.694616,13.851333,0.286185,0.000013,0.572727,11,0.274275,0.000045,0.089066
14,16.073015,13.933383,0.251646,0.000012,0.474270,11,0.240822,0.000035,0.101245
15,16.886654,13.838409,0.265655,0.000010,0.532685,11,0.256185,0.000033,0.087735
16,15.054668,13.659409,0.224986,0.000029,0.396426,10,0.219782,0.000091,0.197077
17,16.605505,13.800282,0.228658,0.000006,0.419823,11,0.220909,0.000017,0.083513
18,16.858446,13.835301,0.251238,0.000007,0.488013,11,0.242193,0.000022,0.080698
19,13.813445,13.576474,0.216393,0.000060,0.352848,10,0.212061,0.000169,0.287638
21,17.023701,13.864312,0.254067,0.000006,0.497696,11,0.244770,0.000017,0.069232
22,16.479546,13.839470,0.250831,0.000008,0.483356,11,0.240796,0.000018,0.074019
23,16.742733,13.851876,0.238108,0.000007,0.457715,11,0.232007,0.000021,0.084911
24,14.724866,13.635189,0.281970,0.000060,0.470545,10,0.268753,0.000190,0.190389
25,12.572658,13.743122,0.242251,0.000163,0.376623,8,0.234420,0.000387,0.355690
26,16.891022,13.857224,0.263715,0.000007,0.511864,11,0.253845,0.000019,0.067248
27,13.164931,13.668820,0.279709,0.000130,0.421959,9,0.266320,0.000339,0.258227
29,12.777399,13.731449,0.270836,0.000148,0.401570,9,0.255484,0.000352,0.286038
30,15.644897,13.959096,0.276343,0.000025,0.497178,11,0.263696,0.000082,0.130125
31,16.312189,13.801503,0.208131,0.000006,0.385514,11,0.200725,0.000016,0.098876
0,11.644641,14.019044,0.270786,0.000368,0.390315,8,0.248070,0.000749,0.439523
2,16.454857,13.703228,0.240977,0.000018,0.445699,11,0.232815,0.000067,0.150556
3,17.314251,13.733835,0.261788,0.000013,0.510261,12,0.251543,0.000051,0.112419
4,17.628262,13.781613,0.263689,0.000007,0.528888,12,0.251145,0.000020,0.070291
5,16.240465,13.658701,0.270996,0.000027,0.483711,11,0.255868,0.000102,0.153894
6,17.222271,13.763543,0.237178,0.000009,0.450971,12,0.229281,0.000033,0.108740
8,17.728155,13.801388,0.282847,0.000010,0.588757,12,0.268728,0.000037,0.084056
9,14.278903,13.552587,0.255671,0.000071,0.406094,10,0.243167,0.000231,0.256223
10,16.964600,13.744116,0.289209,0.000020,0.548181,12,0.272863,0.000079,0.118891
11,17.522326,13.785693,0.275794,0.000008,0.562102,12,0.261431,0.000026,0.073933
12,17.428276,13.793729,0.283679,0.000011,0.572727,12,0.267765,0.000041,0.088831
14,16.772579,13.866111,0.249128,0.000010,0.474270,12,0.234208,0.000031,0.101045
15,17.674183,13.791595,0.263617,0.000008,0.532685,12,0.252330,0.000030,0.085751
16,15.852673,13.608148,0.223811,0.000023,0.396426,11,0.217863,0.000082,0.190700
17,17.349037,13.744332,0.226809,0.000005,0.419823,12,0.218081,0.000014,0.080004
18,17.597057,13.779387,0.249205,0.000006,0.488013,12,0.238668,0.000020,0.078252
19,14.524644,13.499402,0.215362,0.000046,0.352848,11,0.209521,0.000152,0.279463
21,17.679224,13.795810,0.251921,0.000005,0.497696,12,0.240402,0.000015,0.067203
22,17.082766,13.760700,0.248298,0.000007,0.483356,12,0.235655,0.000016,0.072440
23,17.598566,13.818373,0.236700,0.000005,0.457715,12,0.229585,0.000018,0.081536
24,15.429415,13.562610,0.279126,0.000048,0.470545,11,0.259066,0.000171,0.194594
25,13.160855,13.627854,0.240287,0.000123,0.376623,9,0.228360,0.000346,0.354430
26,17.527910,13.785375,0.261390,0.000006,0.511864,12,0.249094,0.000017,0.065606
27,13.779918,13.565881,0.276520,0.000100,0.421959,10,0.254457,0.000303,0.267798
29,13.347788,13.615592,0.267022,0.000114,0.401570,10,0.241320,0.000312,0.301908
30,16.374420,13.894781,0.273617,0.000021,0.497178,12,0.255726,0.000074,0.131453
31,17.054228,13.743960,0.206319,0.000005,0.385514,12,0.198257,0.000014,0.094278
32,10.000000,15.000000,0.205226,0.004680,0.410452,0,0.176907,0.003124,1.636177
33,10.000000,15.000000,0.172246,0.003297,0.344492,0,0.163518,0.002928,1.840481
34,10.000000,15.000000,0.192598,0.004122,0.385195,0,0.170216,0.002756,1.666270
35,10.000000,15.000000,0.176272,0.003452,0.352544,0,0.128971,0.008240,4.002937
0,12.049514,13.862517,0.265144,0.000287,0.390315,9,0.238019,0.000674,0.452862
2,17.264034,13.659738,0.239378,0.000014,0.445699,12,0.229975,0.000061,0.147798
3,18.100906,13.688918,0.259867,0.000011,0.510261,13,0.248310,0.000047,0.110615
4,17.890839,13.702501,0.261402,0.000007,0.528888,13,0.247732,0.000018,0.068641
5,16.913914,13.589947,0.268172,0.000023,0.483711,12,0.250907,0.000094,0.153376
6,18.037085,13.723381,0.235612,0.000007,0.450971,13,0.226490,0.000030,0.106263
8,18.250473,13.722678,0.280329,0.000009,0.588757,13,0.265084,0.000034,0.082823
9,14.940883,13.469402,0.253090,0.000057,0.406094,11,0.238315,0.000212,0.255442
10,17.585295,13.671397,0.286321,0.000018,0.548181,13,0.268207,0.000073,0.118260
11,17.734194,13.712409,0.273362,0.000009,0.562102,13,0.257877,0.000023,0.072551
12,17.802982,13.707343,0.281008,0.000011,0.572727,13,0.263747,0.000037,0.087775
14,17.000254,13.784301,0.246583,0.000011,0.474270,13,0.230568,0.000028,0.099329
15,18.336765,13.728037,0.261466,0.000007,0.532685,13,0.249158,0.000027,0.084032
16,16.658735,13.562213,0.222610,0.000018,0.396426,12,0.215444,0.000075,0.186612
17,17.951418,13.671597,0.224935,0.000004,0.419823,13,0.215845,0.000013,0.076939
18,18.150085,13.702679,0.247119,0.000006,0.488013,13,0.235803,0.000018,0.076116
19,15.250534,13.430854,0.214122,0.000037,0.352848,12,0.206246,0.000138,0.275262
21,17.863190,13.728256,0.249890,0.000006,0.497696,13,0.237365,0.000013,0.065129
22,17.146076,13.726602,0.246080,0.000009,0.483356,13,0.232593,0.000014,0.070326
23,18.411673,13.778906,0.235225,0.000004,0.457715,13,0.227236,0.000017,0.078898
24,16.001350,13.474620,0.275402,0.000041,0.470545,12,0.252957,0.000157,0.195457
25,13.754149,13.521479,0.237627,0.000097,0.376623,10,0.223268,0.000315,0.353761
26,17.668406,13.726873,0.259248,0.000007,0.511864,13,0.246047,0.000015,0.063735
27,14.298725,13.456161,0.272007,0.000084,0.421959,11,0.246946,0.000276,0.271403
29,13.773074,13.492000,0.261679,0.000098,0.401570,11,0.232638,0.000282,0.308520
30,16.853003,13.802388,0.270429,0.000019,0.497178,13,0.250988,0.000068,0.130769
31,17.698383,13.674831,0.204511,0.000004,0.385514,13,0.195801,0.000012,0.090677
32,10.122731,14.847964,0.196055,0.003236,0.410452,1,0.182318,0.000538,0.686850
33,10.118104,14.851134,0.169769,0.002366,0.344492,1,0.162936,0.000492,0.820296
34,10.126702,14.845221,0.185307,0.002824,0.385195,1,0.174691,0.000472,0.701431
35,10.029222,14.946062,0.170117,0.003051,0.352544,1,0.140945,0.000761,1.339129
2,18.054630,13.615712,0.237714,0.000012,0.445699,13,0.226911,0.000057,0.145908
3,18.833418,13.638037,0.257900,0.000009,0.510261,14,0.244977,0.000043,0.109366
5,17.495386,13.513348,0.265252,0.000020,0.483711,13,0.245817,0.000086,0.153507
6,18.798241,13.676634,0.233979,0.000006,0.450971,14,0.223845,0.000027,0.104246
8,18.585348,13.643543,0.277808,0.000010,0.588757,14,0.261183,0.000031,0.082081
9,15.586682,13.389051,0.250343,0.000047,0.406094,12,0.232942,0.000195,0.256279
10,18.075869,13.590634,0.283399,0.000017,0.548181,14,0.262724,0.000067,0.118549
11,17.733486,13.712846,0.270862,0.000013,0.562102,14,0.254200,0.000021,0.071596
12,17.952324,13.648723,0.278327,0.000013,0.572727,14,0.259051,0.000034,0.087415
14,17.036318,13.762920,0.243950,0.000014,0.474270,14,0.226472,0.000025,0.098392
15,18.858452,13.653572,0.259317,0.000007,0.532685,14,0.246006,0.000025,0.082736
16,17.461866,13.518835,0.221307,0.000015,0.396426,13,0.212946,0.000069,0.183497
17,18.435589,13.592829,0.223063,0.000004,0.419823,14,0.213297,0.000012,0.074625
18,18.515694,13.622363,0.245029,0.000006,0.488013,14,0.232853,0.000016,0.074486
19,15.977166,13.367185,0.212621,0.000030,0.352848,13,0.203125,0.000127,0.271928
21,17.811609,13.765290,0.247827,0.000009,0.497696,14,0.234314,0.000012,0.063505
22,17.085232,13.776108,0.243546,0.000014,0.483356,14,0.229379,0.000013,0.068741
23,19.153376,13.730242,0.233722,0.000004,0.457715,14,0.224562,0.000015,0.076953
24,16.479065,13.383107,0.271590,0.000038,0.470545,13,0.245695,0.000144,0.198187
25,14.346561,13.422114,0.234747,0.000079,0.376623,11,0.218023,0.000288,0.354653
26,17.625389,13.757650,0.256958,0.000011,0.511864,14,0.242715,0.000014,0.062390
27,14.752647,13.347453,0.267341,0.000074,0.421959,12,0.237785,0.000250,0.278476
29,14.103781,13.374656,0.256158,0.000091,0.401570,12,0.221961,0.000252,0.320351
30,17.174372,13.712932,0.267213,0.000020,0.497178,14,0.245517,0.000063,0.131107
31,18.182648,13.594389,0.202706,0.000004,0.385514,14,0.193508,0.000011,0.087621
32,10.367504,14.651136,0.188525,0.001494,0.410452,2,0.181841,0.000225,0.450390
33,10.356382,14.655547,0.166178,0.001130,0.344492,2,0.161511,0.000201,0.539203
34,10.375612,14.647749,0.179466,0.001289,0.385195,2,0.173999,0.000194,0.457631
35,10.194561,14.771259,0.156632,0.001774,0.352544,2,0.143057,0.000297,0.830406
2,18.807253,13.568101,0.235972,0.000010,0.445699,14,0.223516,0.000053,0.145191
3,19.473022,13.577986,0.255891,0.000008,0.510261,15,0.241888,0.000040,0.108485
5,17.928986,13.430781,0.262264,0.000019,0.483711,14,0.242903,0.000081,0.152172
6,19.480997,13.621596,0.232319,0.000005,0.450971,15,0.221033,0.000025,0.102970
8,18.669245,13.607420,0.275300,0.000012,0.588757,15,0.259108,0.000029,0.080784
9,16.192009,13.308056,0.247397,0.000041,0.406094,13,0.228493,0.000181,0.257010
10,18.302029,13.520481,0.280495,0.000018,0.548181,15,0.260124,0.000063,0.117238
11,17.627520,13.810953,0.268015,0.000020,0.562102,15,0.252683,0.000020,0.069958
12,17.848782,13.739326,0.275822,0.000019,0.572727,15,0.257407,0.000032,0.085751
14,16.930561,13.871944,0.241186,0.000022,0.474270,15,0.225657,0.000024,0.095466
15,19.181555,13.579413,0.257168,0.000007,0.532685,15,0.243432,0.000023,0.081568
16,18.254477,13.476470,0.219924,0.000013,0.396426,14,0.209311,0.000065,0.183109
17,18.697388,13.520887,0.221179,0.000005,0.419823,15,0.210969,0.000010,0.072692
18,18.648167,13.572132,0.242909,0.000007,0.488013,15,0.230323,0.000015,0.073071
19,16.697887,13.306747,0.210974,0.000025,0.352848,14,0.198524,0.000117,0.273825
21,17.686531,13.894046,0.245320,0.000016,0.497696,15,0.232255,0.000011,0.061793
22,17.044409,13.807293,0.239821,0.000023,0.483356,15,0.228087,0.000012,0.066501
23,19.721403,13.664029,0.232180,0.000003,0.457715,15,0.221967,0.000014,0.075463
24,16.760492,13.297389,0.267677,0.000038,0.470545,14,0.243121,0.000134,0.195593
25,14.925174,13.327179,0.231690,0.000066,0.376623,12,0.212401,0.000266,0.359589
26,17.515299,13.864280,0.254112,0.000019,0.511864,15,0.240930,0.000012,0.060698
27,15.055902,13.244534,0.262423,0.000071,0.421959,13,0.234364,0.000231,0.275735
29,14.239874,13.296443,0.250511,0.000095,0.401570,13,0.219336,0.000231,0.314476
30,17.245642,13.676045,0.264059,0.000023,0.497178,15,0.244263,0.000059,0.128295
31,18.486404,13.517545,0.200872,0.000004,0.385514,15,0.191231,0.000010,0.085201
32,10.758298,14.456079,0.184261,0.000548,0.410452,3,0.184377,0.000124,0.326985
33,10.732139,14.459351,0.163304,0.000437,0.344492,3,0.158665,0.000110,0.414869
34,10.771140,14.453270,0.175967,0.000468,0.385195,3,0.174944,0.000106,0.335629
35,10.484744,14.570859,0.148829,0.000784,0.352544,3,0.150894,0.000158,0.548348
2,19.485401,13.513144,0.234141,0.000009,0.445699,15,0.228576,0.000051,0.136012
3,19.996538,13.511069,0.253874,0.000008,0.510261,16,0.245338,0.000039,0.103196
5,18.342024,13.351469,0.259271,0.000019,0.483711,15,0.246574,0.000078,0.144884
6,20.021019,13.555569,0.230635,0.000005,0.450971,16,0.224395,0.000024,0.097253
8,18.824585,13.552643,0.272132,0.000014,0.588757,16,0.260427,0.000028,0.078132
9,16.762341,13.227736,0.244437,0.000036,0.406094,14,0.236438,0.000176,0.236316
10,18.531565,13.451920,0.277311,0.000019,0.548181,16,0.261709,0.000061,0.113535
11,17.853827,13.736089,0.262590,0.000025,0.562102,16,0.252598,0.000019,0.068064
12,17.892962,13.716217,0.271795,0.000025,0.572727,16,0.257265,0.000031,0.083779
14,17.166660,13.790071,0.235959,0.000026,0.474270,16,0.224006,0.000022,0.093872
15,19.389978,13.518210,0.254898,0.000008,0.532685,16,0.245880,0.000022,0.077918
16,18.997862,13.428920,0.218329,0.000011,0.396426,15,0.215477,0.000062,0.169309
17,18.808453,13.477751,0.219132,0.000006,0.419823,16,0.212766,0.000010,0.068578
18,18.695702,13.549760,0.240441,0.000010,0.488013,16,0.232200,0.000014,0.069575
19,17.373295,13.243116,0.209019,0.000021,0.352848,15,0.206684,0.000113,0.247826
21,17.846077,13.831011,0.240211,0.000022,0.497696,16,0.232976,0.000010,0.059121
22,17.595818,13.726676,0.233277,0.000018,0.483356,16,0.227550,0.000011,0.064377
23,20.016821,13.596333,0.230651,0.000004,0.457715,16,0.224148,0.000013,0.071468
24,17.093010,13.211609,0.263613,0.000037,0.470545,15,0.245178,0.000129,0.188544
25,15.470605,13.234090,0.228474,0.000057,0.376623,13,0.223339,0.000258,0.320228
26,17.805315,13.781303,0.248293,0.000022,0.511864,16,0.241076,0.000012,0.058537
27,15.394240,13.144138,0.257500,0.000066,0.421959,14,0.237672,0.000223,0.263073
29,14.464646,13.198030,0.244321,0.000094,0.401570,14,0.219893,0.000221,0.305873
30,17.494326,13.596774,0.260055,0.000025,0.497178,16,0.243473,0.000056,0.125969
31,18.625507,13.466251,0.198911,0.000005,0.385514,16,0.193423,0.000009,0.079621
32,11.319748,14.299090,0.184339,0.000180,0.410452,4,0.190759,0.000080,0.246003
33,11.264033,14.295429,0.160300,0.000156,0.344492,4,0.169026,0.000069,0.290613
34,11.337151,14.297589,0.175277,0.000153,0.385195,4,0.183052,0.000068,0.244756
35,10.933798,14.385798,0.150147,0.000284,0.352544,4,0.150612,0.000103,0.445678
2,20.354710,13.489045,0.233321,0.000008,0.445699,16,0.221360,0.000047,0.140313
3,20.832249,13.482533,0.252508,0.000007,0.510261,17,0.239200,0.000036,0.105311
5,19.083141,13.304577,0.257007,0.000016,0.483711,16,0.240139,0.000073,0.147920
6,20.887196,13.531700,0.229591,0.000004,0.450971,17,0.218818,0.000022,0.098973
8,19.526873,13.500905,0.268535,0.000011,0.588757,17,0.256560,0.000027,0.078344
9,17.518661,13.177812,0.243187,0.000030,0.406094,15,0.225760,0.000163,0.249380
10,19.149382,13.389310,0.274050,0.000016,0.548181,17,0.256851,0.000057,0.114488
11,18.638880,13.692689,0.257251,0.000014,0.562102,17,0.249988,0.000018,0.067485
12,18.461617,13.643267,0.266152,0.000021,0.572727,17,0.254069,0.000029,0.083454
14,17.812551,13.721494,0.230281,0.000018,0.474270,17,0.223039,0.000021,0.091708
15,20.170744,13.479764,0.252662,0.000006,0.532685,17,0.241029,0.000021,0.078705
16,19.864157,13.403644,0.217919,0.000009,0.396426,16,0.207387,0.000058,0.176433
17,19.611673,13.441335,0.216851,0.000004,0.419823,17,0.208442,0.000009,0.068664
18,19.460938,13.506719,0.237347,0.000007,0.488013,17,0.227626,0.000013,0.069965
19,18.175537,13.203305,0.208668,0.000018,0.352848,16,0.196471,0.000104,0.263812
21,18.689966,13.797987,0.235484,0.000009,0.497696,17,0.229560,0.000010,0.058711
22,18.473124,13.700026,0.229883,0.000008,0.483356,17,0.225590,0.000010,0.063123
23,20.838583,13.565278,0.229286,0.000003,0.457715,17,0.219428,0.000012,0.071982
24,17.696371,13.141476,0.260062,0.000031,0.470545,16,0.239541,0.000120,0.190543
25,16.179096,13.169635,0.227634,0.000048,0.376623,14,0.209914,0.000237,0.347777
26,18.655270,13.749541,0.243749,0.000009,0.511864,17,0.238170,0.000011,0.057935
27,15.967837,13.059856,0.253607,0.000056,0.421959,15,0.229781,0.000203,0.269113
30,18.010969,13.517859,0.255786,0.000022,0.497178,17,0.241090,0.000053,0.124725
31,19.460360,13.434603,0.196962,0.000004,0.385514,17,0.188970,0.000008,0.079881
32,12.003801,14.184704,0.188246,0.000072,0.410452,5,0.188043,0.000057,0.213299
33,11.895915,14.166033,0.165493,0.000068,0.344492,5,0.160512,0.000049,0.270299
34,12.011724,14.180730,0.180008,0.000063,0.385195,5,0.178590,0.000047,0.215104
35,11.536430,14.242729,0.150435,0.000108,0.352544,5,0.155631,0.000071,0.347382
2,21.044697,13.441664,0.231782,0.000007,0.445699,17,0.219723,0.000045,0.139042
3,21.374294,13.423699,0.250742,0.000006,0.510261,18,0.237393,0.000035,0.104537
5,19.626833,13.239074,0.254443,0.000014,0.483711,17,0.238159,0.000070,0.147082
6,21.430359,13.472908,0.228117,0.000004,0.450971,18,0.217346,0.000021,0.097760
8,20.175360,13.445694,0.265362,0.000009,0.588757,18,0.254980,0.000026,0.077716
9,18.131084,13.111407,0.240790,0.000027,0.406094,16,0.223299,0.000154,0.248421
10,19.625986,13.319559,0.270868,0.000015,0.548181,18,0.255112,0.000055,0.113823
11,19.500952,13.665287,0.254213,0.000008,0.562102,18,0.248447,0.000017,0.066777
12,19.170492,13.590542,0.261565,0.000015,0.572727,18,0.251966,0.000028,0.082995
14,18.655401,13.688598,0.227109,0.000010,0.474270,18,0.221557,0.000020,0.090565
15,20.654221,13.414816,0.250394,0.000006,0.532685,18,0.239553,0.000020,0.077860
16,20.612434,13.362395,0.216561,0.000008,0.396426,17,0.205842,0.000055,0.174609
17,20.053093,13.372542,0.214674,0.000004,0.419823,18,0.207062,0.000008,0.067236
18,19.998728,13.441212,0.234548,0.000006,0.488013,18,0.226162,0.000012,0.068932
19,18.867392,13.149549,0.207024,0.000016,0.352848,17,0.194462,0.000099,0.261784
21,19.555714,13.771068,0.232743,0.000005,0.497696,18,0.227990,0.000009,0.057715
22,19.382563,13.681320,0.228099,0.000005,0.483356,18,0.224154,0.000010,0.062022
23,21.083040,13.507996,0.227831,0.000003,0.457715,18,0.217940,0.000011,0.070831
24,18.201275,13.066936,0.256499,0.000028,0.470545,17,0.237140,0.000114,0.189850
25,16.768070,13.092560,0.225077,0.000042,0.376623,15,0.207097,0.000224,0.346939
26,19.539940,13.726260,0.241257,0.000005,0.511864,18,0.236590,0.000010,0.057071
27,16.426077,12.971101,0.249443,0.000050,0.421959,16,0.226777,0.000192,0.268762
30,18.629248,13.452350,0.251991,0.000018,0.497178,18,0.239134,0.000050,0.123966
31,19.885895,13.364528,0.194970,0.000004,0.385514,18,0.187819,0.000008,0.077865
33,12.635915,14.075524,0.162869,0.000033,0.344492,6,0.159797,0.000036,0.235350
34,12.800258,14.105868,0.179259,0.000030,0.385195,6,0.178161,0.000035,0.186808
35,12.233623,14.135299,0.153215,0.000051,0.352544,6,0.155907,0.000054,0.301489
2,21.721464,13.395297,0.230306,0.000006,0.445699,18,0.220994,0.000044,0.135215
3,21.889988,13.366010,0.249004,0.000006,0.510261,19,0.237820,0.000034,0.102464
5,20.194235,13.178309,0.252019,0.000013,0.483711,18,0.238475,0.000068,0.144410
6,21.946795,13.415165,0.226660,0.000004,0.450971,19,0.217903,0.000021,0.095320
8,20.926790,13.405515,0.262758,0.000008,0.588757,19,0.254736,0.000025,0.076675
9,18.741873,13.048407,0.238511,0.000024,0.406094,17,0.225379,0.000150,0.240253
10,20.201012,13.258904,0.267868,0.000014,0.548181,19,0.255009,0.000053,0.112378
11,20.398523,13.645855,0.252363,0.000006,0.562102,19,0.247588,0.000016,0.065997
14,19.538584,13.665165,0.225254,0.000007,0.474270,19,0.220285,0.000019,0.089654
15,21.229639,13.357937,0.248175,0.000006,0.532685,19,0.239798,0.000019,0.076332
16,21.353811,13.322559,0.215259,0.000007,0.396426,18,0.207330,0.000053,0.169043
17,20.641562,13.314608,0.212471,0.000004,0.419823,19,0.207113,0.000008,0.065245
19,19.552523,13.098020,0.205432,0.000014,0.352848,18,0.196391,0.000095,0.251698
21,20.455439,13.751847,0.231076,0.000003,0.497696,19,0.227481,0.000009,0.056474
22,20.301275,13.665578,0.226863,0.000003,0.483356,19,0.223264,0.000009,0.060935
23,21.289610,13.456236,0.226214,0.000004,0.457715,19,0.218061,0.000011,0.069020
24,18.748627,12.998749,0.253204,0.000025,0.470545,18,0.237184,0.000111,0.186981
26,20.447115,13.708446,0.239692,0.000004,0.511864,19,0.235702,0.000010,0.056132
27,16.915363,12.888477,0.245568,0.000045,0.421959,17,0.227009,0.000186,0.263876
30,19.331135,13.400429,0.248879,0.000015,0.497178,19,0.238008,0.000049,0.123008
31,20.476978,13.306087,0.192936,0.000003,0.385514,19,0.188051,0.000007,0.075121
33,13.442530,14.011260,0.161508,0.000018,0.344492,7,0.161853,0.000028,0.202271
34,13.639611,14.052280,0.178784,0.000017,0.385195,7,0.179715,0.000028,0.162294
35,13.007764,14.058106,0.154421,0.000028,0.352544,7,0.155239,0.000043,0.271475
2,22.523708,13.365766,0.229179,0.000006,0.445699,19,0.213535,0.000042,0.141284
3,22.595116,13.325488,0.247458,0.000005,0.510261,20,0.231016,0.000032,0.106113
5,20.899357,13.133677,0.249993,0.000012,0.483711,19,0.230178,0.000064,0.150681
6,22.681610,13.377831,0.225380,0.000003,0.450971,20,0.212266,0.000020,0.098154
8,21.782726,13.381943,0.260944,0.000006,0.588757,20,0.249415,0.000024,0.078318
9,19.458340,13.000972,0.236843,0.000021,0.406094,18,0.213538,0.000140,0.259064
